Linkage.Name;Number_Of_Tokens;Metric.Architecture_Violations;Metric.Clone;Metric.Dead_Code;Metric.Cycle;Metric.Metric;Metric.Style;Metric.Universal
net/8021q/vlan_netlink.c;1524;0.0183662885630454;0.0184594247579405;0.0186678823705907;0.0182654199794686;0.018557085981502;0.0188022814146929;0.0183180714926669
net/8021q/vlanproc.c;1137;0.0143045729778347;0.0146224577098475;0.0153339479356184;0.0139602966984042;0.0149557868942195;0.0157926676005708;0.0141400024742516
net/9p/client.c;10769;0.118046766394661;0.113558366006789;0.103512419524564;0.12290780447078;0.108851896366203;0.0970354883770386;0.120370433553627
net/9p/error.c;1041;0.013476385874025;0.0139033104670336;0.0148588539218688;0.0130140169846865;0.0143509772218187;0.0154749222212955;0.0132553648931852
net/9p/mod.c;542;0.00820955622471332;0.00891747007443086;0.0105019242304159;0.00744286968146566;0.00965977796898702;0.0115234706315324;0.00784306571098576
net/9p/protocol.c;3043;0.0352225675781076;0.0347050228383412;0.0335466531946926;0.0357830801145778;0.0341623331505099;0.032799816603579;0.0354905030587169
net/9p/trans_common.c;54;0.00316346989655003;0.00417726612583259;0.00644634681898433;0.00206550589020051;0.00524031771716392;0.00790929303751405;0.00263862255667513
net/9p/trans_fd.c;5124;0.0578187850952615;0.0563171012294369;0.052956029478784;0.0594451423315258;0.0547424579459724;0.0507890429883235;0.0585962142862034
net/9p/trans_rdma.c;3086;0.0359923970115617;0.0355445101475429;0.0345420488969419;0.0364774685095661;0.0350748626683168;0.0338957312493521;0.0362242702641496
net/9p/trans_virtio.c;3100;0.0362454201737127;0.0358209199847039;0.0348708028356189;0.0367051633792581;0.0353757954237598;0.0342582330426586;0.0364651860285683
net/9p/trans_xen.c;2577;0.0307203517963794;0.0305888924468491;0.0302946598749202;0.0308627252141466;0.0304510461354532;0.0301049590724011;0.0307884089541295
net/appletalk/aarp.c;4215;0.0484475288879953;0.0475239657794025;0.0454568450325654;0.0494477684051069;0.0465555312913601;0.0441241086125004;0.0489256620934172
net/appletalk/atalk_proc.c;1145;0.0155168754993646;0.016165327451668;0.0176166938731523;0.0148145875218487;0.0168452844882866;0.0185524345122666;0.0151811687050674
net/appletalk/ddp.c;8006;0.0894432557766915;0.0866768782697106;0.0804851667504225;0.0924393045317647;0.0837760961144047;0.0764931796074763;0.0908754231429641
net/appletalk/dev.c;97;0.00444521885069622;0.00568075678052063;0.00844614017931788;0.00310710361980134;0.00697632340871725;0.0102290680400437;0.00380557473183637
net/appletalk/sysctl_net_atalk.c;184;0.00548371814391312;0.00670598585115675;0.00944166781195087;0.0041599748610775;0.00798763752206281;0.0112054462406875;0.00485094408515005
net/atm/addr.c;910;0.0133978235707064;0.0142859476641302;0.0162737487382542;0.0124359653001926;0.0152172213299259;0.0175553453219967;0.0129380373193389
net/atm/atm_misc.c;348;0.0074531172603379;0.00865386601524064;0.0113413842150311;0.00615267948450873;0.00991295323397276;0.0130741099834357;0.00683148367001098
net/atm/atm_sysfs.c;920;0.0137101908489923;0.014654126979513;0.0167668466636737;0.0126878868931587;0.0156439243142057;0.0181289821232387;0.0132215104289968
net/atm/br2684.c;4182;0.0489115218700729;0.0482478638074588;0.0467624630402871;0.0496302784053873;0.0475519618705765;0.0458047794101308;0.0492551009431536
net/atm/clip.c;4443;0.0518222519414468;0.0510579496811727;0.0493472868749524;0.0526500083953708;0.0502565137411146;0.0482443698693596;0.0522179350152032
net/atm/common.c;4850;0.0563039342749523;0.0553656740218369;0.0532656580975299;0.0573200911285225;0.054381828327458;0.051911713143263;0.0567896762650428
net/atm/ioctl.c;1676;0.0222542463982278;0.0229402247313433;0.0244755827713849;0.0215113165104047;0.0236595313706601;0.0254654753942198;0.021899112010322
net/atm/lec.c;11575;0.128869345664295;0.124614965019215;0.11509280198069;0.133476935121314;0.120153884987301;0.108953570153689;0.131071859640862
net/atm/mpc.c;7433;0.0844040290906974;0.0822599675368864;0.0774611247949635;0.0867260957402727;0.0800117365996851;0.074367163058035;0.0855140203991501
net/atm/mpoa_caches.c;2813;0.0347954578506687;0.0350017427449536;0.0354634499967569;0.0345720466932424;0.0352180500055283;0.0357611268841995;0.0346886631370028
net/atm/mpoa_proc.c;1386;0.01954339738452;0.0204966660692694;0.0226302738944651;0.0185109860635825;0.021496249381003;0.0240058765819834;0.0190498854548782
net/atm/pppoatm.c;1953;0.0257466712381698;0.0264456380449476;0.0280100669120148;0.0249896745426719;0.0271785642038453;0.0290187023925167;0.0253848126529808
net/atm/proc.c;2098;0.027409247457439;0.0280658193832764;0.0295353599453253;0.0266981653668506;0.0287542909029217;0.0304828180126888;0.0270693369125398
net/atm/pvc.c;737;0.0128673434933499;0.0142377573570355;0.0173050203334595;0.01138315460739;0.0156747528759521;0.0192825792568325;0.0121578734340737
net/atm/raw.c;370;0.0090208268481573;0.0106059462633194;0.0141537636228588;0.00730410704456777;0.0122680788182321;0.0164411507597891;0.00820020265919121
net/atm/resources.c;2150;0.0282759164139012;0.0289976268719477;0.0306129606235418;0.0274942878350478;0.0297544016840317;0.0316544160511474;0.0279022833275623
net/atm/signaling.c;1397;0.0202760602263605;0.0214063058587602;0.0239360238325705;0.0190519789101508;0.022591464555758;0.0255670109344845;0.0196909264524955
net/atm/svc.c;3580;0.0438674084334679;0.0439318789480801;0.0440761769793398;0.0437975854232116;0.0439994817672393;0.0441692103649792;0.0438340317280539
net/ax25/af_ax25.c;8709;0.0991575605052325;0.0966769241170958;0.0911247589260355;0.101844145233351;0.0940757658332567;0.0875451070011709;0.100441798276004
net/ax25/ax25_addr.c;1388;0.0204863724157676;0.0217123876865824;0.0244564574514539;0.0191585704377093;0.0229979689967027;0.026225643755853;0.0198516582247428
net/ax25/ax25_dev.c;785;0.0141005082783622;0.0156597363312205;0.0191496035932691;0.0124118293996289;0.0172947195901468;0.0213996285172806;0.0132932881761724
net/ax25/ax25_ds_in.c;1216;0.0188404293398893;0.0202136478171368;0.0232871880850924;0.0173532029946712;0.021653584211965;0.0252687941716785;0.0181295073182515
net/ax25/ax25_ds_subr.c;639;0.0127343238245073;0.0144276992024647;0.0182178152685906;0.0109003603903057;0.0162033473438401;0.0206614198453084;0.0118576549862739
net/ax25/ax25_ds_timer.c;854;0.0151500963338397;0.0167659263811121;0.0203824803372014;0.0134001162283321;0.0184602616463848;0.022714184075256;0.0143135730981979
net/ax25/ax25_iface.c;879;0.0155214789130006;0.0171551719931803;0.0208117070242826;0.0137521527430573;0.018868238168087;0.0231691877929557;0.0146757078965597
net/ax25/ax25_in.c;1928;0.0269110472210852;0.0280484024693382;0.0305940331991862;0.0256792660317843;0.0292410162033823;0.0322352797450864;0.0263222327638044
net/ax25/ax25_ip.c;870;0.0156294071982694;0.0173284531519052;0.0211312611115491;0.0137893024036933;0.0191100473742825;0.0235830485429729;0.0147498026748613
net/ax25/ax25_out.c;1579;0.0233605935260473;0.0247340324036584;0.0278080659721367;0.0218731284823026;0.0261741999070176;0.0297899901047652;0.0226495574020473
net/ax25/ax25_route.c;2193;0.0300695848887396;0.031165120872122;0.0336171516419595;0.0288830948992612;0.0323138835493314;0.0351980514104335;0.0295024204724521
net/ax25/ax25_std_in.c;1935;0.0273959024666453;0.0286514097297591;0.0314614885291836;0.0260361600008591;0.0299679159027262;0.0332732328914692;0.0267459201248237
net/ax25/ax25_std_subr.c;278;0.00966905419028912;0.0117870395787423;0.0165275185966193;0.00737522861141367;0.0140079274382336;0.0195838514428477;0.00857256264207115
net/ax25/ax25_std_timer.c;704;0.0143551755168118;0.0162896620760644;0.0206194336573497;0.0122600832768955;0.0183181358026613;0.0234109707679759;0.013353682223267
net/ax25/ax25_subr.c;1340;0.0213008857135239;0.0229464220943425;0.0266294648239811;0.0195187329839206;0.0246719069774937;0.0290040359224308;0.0204489833615579
net/ax25/ax25_timer.c;840;0.0160232961172113;0.0179503239040209;0.0222634012463098;0.0139362818947876;0.0199709764731839;0.0250441750668139;0.0150256642671819
net/ax25/ax25_uid.c;767;0.0153402038902839;0.017334305339643;0.0217975070839705;0.013180547390126;0.0194252903500306;0.0246750707308278;0.0143078476722326
net/ax25/sysctl_net_ax25.c;901;0.0168844206925432;0.0188416509030645;0.0232223273688766;0.0147646965692714;0.0208939732828477;0.0260466844266066;0.0158711528978485
net/batman-adv/bat_algo.c;682;0.0146303762034841;0.0167279938717362;0.0214228858186252;0.0123586093214415;0.0189275244438891;0.0244498272759458;0.0135444291251093
net/batman-adv/bat_iv_ogm.c;9599;0.110679207514665;0.108329576799709;0.103070628761289;0.113223910166658;0.105865789109018;0.099680022966849;0.111895622998185
net/batman-adv/bat_v.c;3974;0.0502568895387302;0.0507622653003444;0.0518933983134127;0.049709556277956;0.0512921947793527;0.0526226746098074;0.0499952539985111
net/batman-adv/bat_v_elp.c;1782;0.0267734696168915;0.0284099733697495;0.0320727992539099;0.0250010994255312;0.0301259867740669;0.0344343359293299;0.0259262435012542
net/batman-adv/bat_v_ogm.c;3035;0.0403580671131601;0.0413957945805504;0.0437184382174031;0.0392341850403288;0.0424839401108983;0.0452159181156636;0.0398208304525342
net/batman-adv/bitarray.c;209;0.0100528407927496;0.0125400588962123;0.0181069552953227;0.00735912791962559;0.0151481186684856;0.0216961048837903;0.00876519563528542
net/batman-adv/bridge_loop_avoidance.c;8887;0.103530044770715;0.101690028169383;0.0975716994317464;0.105522823931847;0.0997606142303445;0.0949164860356027;0.104482630498143
net/batman-adv/debugfs.c;1892;0.0283665994035445;0.0300695337952106;0.0338810448644207;0.0265222833435534;0.0318552053756571;0.0363384434586681;0.0274849818164678
net/batman-adv/distributed-arp-table.c;5057;0.0625242155655376;0.0626682642444292;0.0629906742778321;0.0623682076223072;0.0628193115386504;0.0631985419577284;0.0624496408494902
net/batman-adv/fragmentation.c;1880;0.0284422478478105;0.0302120415607791;0.0341731972930314;0.0265255216464531;0.0320678208274182;0.0367270764111234;0.0275260168582395
net/batman-adv/gateway_client.c;2872;0.0392184991768437;0.0405205775669633;0.0434348919534762;0.0378083191381897;0.0418859175284607;0.0453138402095797;0.0385444067314155
net/batman-adv/gateway_common.c;922;0.0183389864292232;0.0206506726843271;0.0258246933588689;0.0158353784764958;0.0230746723808795;0.0291605438657548;0.0171422149809064
net/batman-adv/hard-interface.c;3468;0.0458361953976581;0.0468998263455851;0.0492804472029815;0.0446842592756529;0.0480151338789177;0.0508153068012285;0.0452855483765865
net/batman-adv/hash.c;265;0.0114744690579075;0.0141769009212452;0.0202254891764978;0.00854767486608385;0.0170106306292544;0.0241252003424211;0.010075406668743
net/batman-adv/icmp_socket.c;1567;0.0255863039572203;0.0276653542202692;0.0323186885647013;0.0233346459905749;0.0298454152885136;0.0353188365555978;0.0245099693166786
net/batman-adv/log.c;908;0.0185978827877643;0.0210382661926524;0.0265003370782762;0.0159548929414162;0.023597215799183;0.0300219024292049;0.0173344841862162
net/batman-adv/main.c;2386;0.0346034683592359;0.0363320918901917;0.0402011004409491;0.0327313303864388;0.038144700718591;0.0426955694326744;0.033708551377241
net/batman-adv/multicast.c;5056;0.0634349107557826;0.0638532124685856;0.0647894561761652;0.0629818806386977;0.0642918373999158;0.0653930813340362;0.0632183538828248
net/batman-adv/netlink.c;2576;0.0368526260976841;0.0385466747949654;0.0423382978857123;0.0350179334435849;0.040323028968932;0.0447828740876249;0.0359756086786946
net/batman-adv/network-coding.c;6623;0.0805005155144728;0.0801927828321988;0.0795040149439082;0.0808337968968206;0.0798700989356256;0.0790599450698573;0.0806598302515166
net/batman-adv/originator.c;5109;0.0643123396592457;0.0647952777549758;0.0658761907406003;0.0637893068928071;0.065301679432504;0.0665730886383487;0.064062320210024
net/batman-adv/routing.c;4307;0.0557852460686607;0.0567013246535652;0.0587516935249188;0.0547931124582166;0.0576619109818024;0.0600736294948429;0.0553109876383016
net/batman-adv/send.c;2662;0.0381875171563154;0.0399600480751744;0.0439273302269773;0.0362678264997165;0.0418186975350473;0.0464851592364686;0.0372698691016688
net/batman-adv/soft-interface.c;3942;0.0520626332216083;0.0532228298243839;0.055819584118372;0.0508061143341411;0.0544393946617879;0.0574937916008586;0.0514619936817181
net/batman-adv/sysfs.c;5319;0.0669814641459888;0.0674806179523207;0.0685978249729687;0.0664408694020404;0.0680040231819059;0.0693181227530806;0.066723049742902
net/batman-adv/tp_meter.c;5099;0.0647166597099288;0.0653567031232737;0.0667892495364987;0.0640234783682985;0.0660278430914692;0.0677128563365658;0.0643853060579861
net/batman-adv/trace.c;6;0.0100186335384734;0.0132465400103306;0.0204712465569054;0.0065227385848397;0.0166312745481625;0.0251292374138184;0.00834753033628642
net/batman-adv/translation-table.c;15892;0.181053535498941;0.176334715240883;0.165773042556828;0.186164123451558;0.171386630764297;0.158963606840805;0.183496492168391
net/batman-adv/tvlv.c;2043;0.0321414133875876;0.0344072753017974;0.0394787318473795;0.0296874342216548;0.0367832242785878;0.0427484561009897;0.0309683654280006
net/bluetooth/6lowpan.c;5363;0.0679668213347206;0.0685959643974358;0.0700041136246703;0.0672854453167859;0.0692556744206895;0.0709119908074103;0.0676411108484028
net/bluetooth/a2mp.c;4767;0.0616562768263214;0.0626151176261058;0.0647611969700155;0.0606178307800902;0.0636205437744803;0.0661448404298154;0.0611598801850689
net/bluetooth/af_bluetooth.c;3349;0.0465010558831809;0.0482023611298912;0.0520102258436909;0.0446585042236393;0.049986324413258;0.0544652735202847;0.0456202817125341
net/bluetooth/amp.c;2879;0.0415462646968953;0.0435139968711347;0.0479181788525768;0.0394151667118696;0.0455773314532917;0.0507576906402858;0.0405275599834574
net/bluetooth/bnep/core.c;3390;0.0471469815184947;0.0488885321745581;0.0527864742418862;0.0452608431798809;0.0507146961933594;0.0552995975629987;0.0462453720996679
net/bluetooth/bnep/netdev.c;896;0.0204140576023836;0.0234383853328741;0.0302074415443733;0.0171386429819985;0.0266096502416819;0.0345716605946323;0.0188483481250647
net/bluetooth/bnep/sock.c;1062;0.0223025927086717;0.0252739804232984;0.0319245461882738;0.0190845133103315;0.0283897332217988;0.0362123707977371;0.0207642905403332
net/bluetooth/cmtp/capi.c;2749;0.0405570072033318;0.0427116858440749;0.0475342917706292;0.0382234420109852;0.0449710497001335;0.0506435743646792;0.0394415193762765
net/bluetooth/cmtp/core.c;2263;0.0354300568650319;0.037859196821817;0.0432961026000179;0.0327992439246218;0.0404063567165173;0.0468014432310174;0.0341724790523735
net/bluetooth/cmtp/sock.c;1034;0.0223084659050618;0.0253851640944627;0.0322714359690042;0.0189763329055599;0.0286113438846594;0.0367112275678807;0.0207156439812243
net/bluetooth/ecdh_helper.c;840;0.0203234200910252;0.0235279520061055;0.0307003415742172;0.0168528403055329;0.0268881763326537;0.0353246020635684;0.0186644180129012
net/bluetooth/hci_conn.c;7552;0.0926465682652177;0.0925110909640413;0.0922078654049195;0.0927932932145444;0.0923690314885323;0.0920123665465415;0.092716705536478
net/bluetooth/hci_core.c;19190;0.217973215365853;0.212024141484972;0.19870891274833;0.224416195526615;0.205786031425621;0.190124174626006;0.221053080442201
net/bluetooth/hci_debugfs.c;4748;0.0626804446829654;0.0640138274986149;0.0669982075112647;0.0612363612508302;0.0654119928133874;0.0689223292348061;0.0619901457810611
net/bluetooth/hci_event.c;26443;0.296219878771672;0.286689549677896;0.265358748554899;0.306541438481001;0.276696188865911;0.25160612400731;0.301153777447287
net/bluetooth/hci_request.c;11695;0.137634564306508;0.135540349589575;0.130853074134949;0.13990264571611;0.133344387301373;0.127831043264806;0.138718749660095
net/bluetooth/hci_sock.c;8769;0.106253343286008;0.105658834133353;0.104328202591011;0.106897210004196;0.105035440711149;0.103470303447539;0.106561123625182
net/bluetooth/hci_sysfs.c;439;0.0167253686726325;0.0203441798045323;0.028443809921886;0.0128061152232339;0.0241388111331733;0.0336658909555989;0.014851892187687
net/bluetooth/hidp/core.c;6226;0.0790955658709907;0.0798388558725433;0.081502489000405;0.0782905661635428;0.0806182586717926;0.0825750845236808;0.0787107609478686
net/bluetooth/hidp/sock.c;1338;0.0266033288347202;0.0298315412919619;0.0370569326956199;0.0231071024920667;0.0332165966815001;0.0417153651009904;0.0249320672223809
net/bluetooth/l2cap_core.c;34438;0.382859958468714;0.369497446454587;0.339589446062119;0.397331858049863;0.355485715841962;0.32030683693764;0.389777797263226
net/bluetooth/l2cap_sock.c;7301;0.0909696606093756;0.0912643904275856;0.0919240552802253;0.0906504616198296;0.0915734397150175;0.0923493615307164;0.0908170775195975
net/bluetooth/leds.c;412;0.0169467696243003;0.02073122261161;0.0292015926520686;0.0128481223382194;0.0246995435170105;0.0346627011342991;0.0149875395286461
net/bluetooth/lib.c;517;0.0181789479635334;0.0219410920411852;0.030361530236636;0.0141044617259136;0.0258860201569622;0.0357904461203137;0.0162312673011394
net/bluetooth/mgmt.c;36969;0.410502919944551;0.395991135157354;0.363510830207803;0.426219507661106;0.380774294272076;0.342569777099359;0.418015742958094
net/bluetooth/mgmt_util.c;1225;0.0260017582484489;0.0294692141643168;0.0372300807426219;0.0222464258855332;0.0331051366729685;0.0422337504876034;0.0242066391100944
net/bluetooth/rfcomm/core.c;11133;0.132713697037524;0.131236274631658;0.127929504927895;0.134313778569651;0.129687071552913;0.125797528639758;0.133478565950224
net/bluetooth/rfcomm/sock.c;4869;0.0654157729280125;0.0671142303899558;0.0709157211863483;0.0635763054831107;0.0688952075287297;0.0733666594020506;0.0645364730696747
net/bluetooth/rfcomm/tty.c;5121;0.0682296634763783;0.0698319960842002;0.0734183400450464;0.0664943013998852;0.0715121781359648;0.0757305664685939;0.0674001279321345
net/bluetooth/sco.c;5493;0.0723347476648522;0.073780697504705;0.0770170252499737;0.070768751626113;0.075296898920574;0.0791035854376096;0.0715861722557916
net/bluetooth/selftest.c;783;0.0217577811947423;0.0255992709180768;0.0341973006920953;0.0175973618469927;0.0296273996933866;0.0397407153369199;0.0197690228977464
net/bluetooth/smp.c;18432;0.2117624697178;0.20677194352694;0.195602138095369;0.217167321276762;0.201538952265444;0.188400620464397;0.214346089897273
net/bpf/test_run.c;1216;0.0266216060544098;0.030306498668528;0.0385540324879726;0.0226307848807818;0.0341704220529104;0.043871471594377;0.0247139188581245
net/bpfilter/bpfilter_kern.c;514;0.019170507163915;0.0232383253390012;0.0323429238941487;0.0147649690374023;0.0275037787500207;0.0382129390362649;0.0170645775040664
net/bpfilter/main.c;225;0.0161632663847927;0.0204066224673544;0.029904110308597;0.0115676167757248;0.0248561423075938;0.0360274332758285;0.0139664598789621
net/bridge/br.c;1078;0.0254438850807005;0.0292893245906201;0.0378961947846595;0.021279188025678;0.0333215950531779;0.0434453091205876;0.0234530819595847
net/bridge/br_arp_nd_proxy.c;2336;0.0390822823119737;0.0423264347900152;0.0495875031792456;0.0355687925700361;0.0457282046473998;0.0542689376361911;0.037402768471748
net/bridge/br_device.c;2122;0.0368820375579191;0.0402640667472812;0.0478337310600871;0.0332192242517669;0.0438104120658318;0.0527141268148;0.0351311442598919
net/bridge/br_fdb.c;5574;0.0741277585091711;0.0758067851418062;0.07956478581823;0.0723093350872965;0.0775673874030451;0.0819876846139401;0.073258518087611
net/bridge/br_forward.c;1489;0.030275758914625;0.0340364821294515;0.0424537401469619;0.0262028115032456;0.0379799203496816;0.0478806056719607;0.028328813839968
net/bridge/br_if.c;2910;0.0456680275070451;0.0487456133570171;0.0556338719951759;0.0423349331512779;0.0519727239348368;0.0600749445217559;0.0440747460369241
net/bridge/br_input.c;1413;0.0296627707508333;0.0335224908410143;0.0421613238575838;0.0254826075077702;0.0375697357068432;0.0477310456097642;0.0276645745024345
net/bridge/br_ioctl.c;1968;0.0357369252404723;0.0393483692440665;0.0474315102405106;0.0318256505559143;0.043135275511948;0.0526429602300502;0.0338672627544173
net/bridge/br_mdb.c;4368;0.0616631819467755;0.0640998844383742;0.069553716696711;0.0590241786119032;0.066654974294181;0.0730699703508492;0.0604016889723074
net/bridge/br_multicast.c;13265;0.157496814317939;0.15549631141197;0.151018781915003;0.159663403738877;0.153398613929748;0.148131980724674;0.15853248460185
net/bridge/br_netfilter_hooks.c;4817;0.0666991659584573;0.0689712369523268;0.0740565906720855;0.0642384622202861;0.0713536966773546;0.0773352748619692;0.0655229035275117
net/bridge/br_netfilter_ipv6.c;992;0.0256447525841457;0.0298679613468699;0.0393203554176473;0.021070922973384;0.0342963550083018;0.0454146050420134;0.0234583764457961
net/bridge/br_netlink.c;8642;0.108060731045184;0.108472914565075;0.109395464521374;0.107614327067956;0.108905124050655;0.109990260895979;0.107847341591065
net/bridge/br_netlink_tunnel.c;1313;0.029303463379712;0.0334263157528113;0.042654091957044;0.0248383219850166;0.0377494772022763;0.0486035235238296;0.02716904224239
net/bridge/br_nf_core.c;286;0.0183553817139242;0.0230243581646622;0.0334744703421828;0.0132987757202012;0.0279201771689982;0.0402119795631881;0.0159382294309228
net/bridge/br_stp.c;2924;0.046842505806442;0.0502172292160533;0.0577705417184044;0.0431876048232725;0.0537559138030233;0.0626403949572239;0.0450953947468541
net/bridge/br_stp_bpdu.c;1494;0.0315581654992906;0.0356813791472127;0.0449099639574569;0.0270926328358762;0.0400049194240635;0.050859916857446;0.0294235573281996
net/bridge/br_stp_if.c;1630;0.0331239021955517;0.0372092403060719;0.0463530520148001;0.0286993895868459;0.0414930648598369;0.0522483490849327;0.0310089023781688
net/bridge/br_stp_timer.c;825;0.024564528763964;0.0290845138115048;0.0392011531404629;0.019669283794519;0.033824102654701;0.045723662143865;0.0222245100699165
net/bridge/br_switchdev.c;735;0.0236985174380213;0.0282941126859066;0.0385799829124079;0.0187213849293515;0.0331129852564197;0.0452116002883621;0.0213193549679643
net/bridge/br_sysfs_br.c;4847;0.0680458034098686;0.0706069775748645;0.0763394025748113;0.0652719944668745;0.073292586569191;0.0800352735511003;0.066719870832268
net/bridge/br_sysfs_if.c;2039;0.0379342561354743;0.0419358822494655;0.0508923296046653;0.0336004054925893;0.0461319276533844;0.0566668271045979;0.0358625944341988
net/bridge/br_vlan.c;5384;0.0740286627576298;0.0763810162880748;0.0816460585374205;0.0714810112355231;0.078847659082439;0.0850405934573668;0.072810837659017
net/bridge/br_vlan_tunnel.c;815;0.0249688488146471;0.0296459391798027;0.0401142119363614;0.0199034552700104;0.0345502663136663;0.0468634298420822;0.0225474959178785
net/bridge/netfilter/ebt_802_3.c;336;0.0199172181053535;0.0248652547415766;0.03593995996928;0.0145583836850318;0.0300536920903969;0.0430801635693978;0.017355594979212
net/bridge/netfilter/ebt_among.c;1512;0.0326732996825527;0.037061225528027;0.0468822896939429;0.0279210777845968;0.0416623390634132;0.0532142322849785;0.0304016486928904
